orderId,orderDate,basketName,productId,side,orderQty,execQty,avgPrice,execNotional,account,sector,noteA,noteB,noteC,clientInstruction,parentOrder,adv,fxRate,pricingSymbol,country,exchange,prevClose,volume,isHalted,bidSize,vwap,high,lastSize,low,ask,bid,dataSource,close,askSize,open
VLX201811051819,2018-11-05,ZA_CLIENT_1_BUY,ZAE000085346,Buy,27945,0,0,,RISKPRIN,Materials,TWAP,12/21/2020 6:33,41.31531796,CLIENT_1,,54083,1,KIOJ.J,ZA,XJSE,41.34488592,328930.987,FALSE,127,41.34488592,41.34488592,127,41.34488592,41.71751357,41.67709485,Simulated,41.34488592,127,41.34488592
VLX201811051452,2018-11-05,ZA_CLIENT_1_BUY,ZAE000148466,Buy,11858,0,0,,RISKPRIN,Consumer Discretionary,TWAP,12/21/2020 6:33,6.901709661,CLIENT_1,,323077,1,TFGJ.J,ZA,XJSE,7.360336975,1262685.991,FALSE,128,7.360336975,7.360336975,128,7.360336975,7.268286463,7.023206627,Simulated,7.360336975,128,7.360336975
VLX20181105182,2018-11-05,ZA_CLIENT_1_BUY,ZAE000063863,Buy,138338,0,0,,RISKPRIN,Consumer Discretionary,TWAP,12/21/2020 6:33,2.468359974,CLIENT_1,,869746,1,WHLJ.J,ZA,XJSE,2.523654179,3957707.003,FALSE,129,2.523654179,2.523654179,129,2.523654179,2.816470239,2.746047571,Simulated,2.523654179,129,2.523654179
VLX20181105535,2018-11-05,ZA_CLIENT_1_BUY,ZAE000054045,Buy,14030,0,0,,RISKPRIN,Materials,TWAP,12/21/2020 6:33,18.01547577,CLIENT_1,,105578,1,ARIJ.J,ZA,XJSE,18.50982975,1146097.003,FALSE,130,18.50982975,18.50982975,130,18.50982975,18.3915654,18.28334665,Simulated,18.50982975,130,18.50982975
VLX201811051936,2018-11-05,ZA_CLIENT_1_BUY,ZAE000210688,Buy,12388,0,0,,RISKPRIN,Financials,TWAP,12/21/2020 6:33,2.20267323,CLIENT_1,,749054,1,RMIJ.J,ZA,XJSE,2.658343183,1834973.007,FALSE,131,2.658343183,2.658343183,131,2.658343183,2.641300258,2.253463654,Simulated,2.658343183,131,2.658343183
VLX20181105736,2018-11-05,ZA_CLIENT_1_BUY,ZAE000145892,Buy,13514,0,0,,RISKPRIN,Health Care,TWAP,12/21/2020 6:33,1.07094316,CLIENT_1,,1373439,1,LHCJ.J,ZA,XJSE,1.102641568,14194235.24,FALSE,132,1.102641568,1.102641568,132,1.102641568,1.120302578,1.225462154,Simulated,1.102641568,132,1.102641568
VLX201811052026,2018-11-05,ZA_CLIENT_1_BUY,ZAE000026639,Buy,24426,0,0,,RISKPRIN,Industrials,TWAP,12/21/2020 6:33,6.351894895,CLIENT_1,,194782,1,BAWJ.J,ZA,XJSE,6.559808194,948712.0195,FALSE,133,6.559808194,6.559808194,133,6.559808194,6.429165488,6.626265089,Simulated,6.559808194,133,6.559808194
VLX201811051196,2018-11-05,ZA_CLIENT_1_BUY,ZAE000006284,Buy,13316,0,0,,RISKPRIN,Materials,TWAP,12/21/2020 6:33,2.253898188,CLIENT_1,,545669,1,SAPJ.J,ZA,XJSE,2.274129908,2209514.05,FALSE,134,2.274129908,2.274129908,134,2.274129908,2.383900866,2.745138792,Simulated,2.274129908,134,2.274129908
VLX201811052046,2018-11-05,ZA_CLIENT_1_BUY,ZAE000005443,Buy,1206,0,0,,RISKPRIN,Consumer Staples,TWAP,12/21/2020 6:33,3.488761321,CLIENT_1,,342893,1,PIKJ.J,ZA,XJSE,3.570807584,1508872.953,FALSE,135,3.570807584,3.570807584,135,3.570807584,3.773803561,3.735749546,Simulated,3.570807584,135,3.570807584
VLX201811051291,2018-11-05,ZA_CLIENT_1_BUY,ZAE000011953,Buy,16495,0,0,,RISKPRIN,Health Care,TWAP,12/21/2020 6:33,0.817550361,CLIENT_1,,1438658,1,NTCJ.J,ZA,XJSE,1.202575069,6648533.14,FALSE,136,1.202575069,1.202575069,136,1.202575069,0.926385266,0.995736789,Simulated,1.202575069,136,1.202575069
VLX201811051903,2018-11-05,ZA_CLIENT_1_BUY,ZAE000028296,Buy,15001,0,0,,RISKPRIN,Consumer Discretionary,TWAP,12/21/2020 6:33,2.488167021,CLIENT_1,,423917,1,TRUJ.J,ZA,XJSE,2.682701341,2891525.041,FALSE,137,2.682701341,2.682701341,137,2.682701341,2.896647126,2.861444139,Simulated,2.682701341,137,2.682701341
VLX201811051097,2018-11-05,ZA_CLIENT_1_BUY,ZAE000269890,Buy,10206,0,0,,RISKPRIN,Financials,TWAP,12/21/2020 6:33,1.044306158,CLIENT_1,,980846,1,MTMJ.J,ZA,XJSE,1.176170784,10781995.31,FALSE,138,1.176170784,1.176170784,138,1.176170784,1.248668198,1.107859933,Simulated,1.176170784,138,1.176170784
VLX20181105821,2018-11-05,ZA_CLIENT_1_BUY,ZAE000047353,Buy,26588,0,0,,RISKPRIN,Financials,TWAP,12/21/2020 6:33,2.953289741,CLIENT_1,,257186,1,CMLJ.J,ZA,XJSE,3.245381133,1046353.963,FALSE,139,3.245381133,3.245381133,139,3.245381133,3.231343193,3.354348221,Simulated,3.245381133,139,3.245381133
VLX20181105826,2018-11-05,ZA_CLIENT_1_BUY,ZAE000081949,Buy,3193,0,0,,RISKPRIN,Financials,TWAP,12/21/2020 6:33,2.607691925,CLIENT_1,,284782,1,INLJ.J,ZA,XJSE,2.637273193,1716149.029,FALSE,140,2.637273193,2.637273193,140,2.637273193,3.072082941,2.620674899,Simulated,2.637273193,140,2.637273193
VLX201811051094,2018-11-05,ZA_CLIENT_1_BUY,ZAE000093779,Buy,7464,0,0,,RISKPRIN,Financials,TWAP,12/21/2020 6:33,17.38780015,CLIENT_1,,41424,1,SNTJ.J,ZA,XJSE,17.41339375,145841.9993,FALSE,141,17.41339375,17.41339375,141,17.41339375,17.60179379,17.58945749,Simulated,17.41339375,141,17.41339375
VLX20181105419,2018-11-05,ZA_CLIENT_1_BUY,ZAE000259479,Buy,1581,0,0,,RISKPRIN,Consumer Discretionary,TWAP,12/21/2020 6:33,0.921366244,CLIENT_1,,740123,1,PPHJ.J,ZA,XJSE,1.158393787,9472259.839,FALSE,142,1.158393787,1.158393787,142,1.158393787,1.420771069,1.388203296,Simulated,1.158393787,142,1.158393787
VLX201811051574,2018-11-05,ZA_CLIENT_1_BUY,ZAE000013017,Buy,3333,0,0,,RISKPRIN,Industrials,TWAP,12/21/2020 6:33,4.046088863,CLIENT_1,,163069,1,PSGJ.J,ZA,XJSE,4.467624771,844151.9802,FALSE,143,4.467624771,4.467624771,143,4.467624771,4.416299586,4.447066689,Simulated,4.467624771,143,4.467624771
VLX20181105422,2018-11-05,ZA_CLIENT_1_BUY,ZAE000044897,Buy,34369,0,0,,RISKPRIN,Telecommunication Services,TWAP,12/21/2020 6:33,2.27438812,CLIENT_1,,289510,1,TKGJ.J,ZA,XJSE,2.746805492,2350102.973,FALSE,144,2.746805492,2.746805492,144,2.746805492,2.413096649,2.556150314,Simulated,2.746805492,144,2.746805492
VLX201811051513,2018-11-05,ZA_CLIENT_1_BUY,ZAE000282356,Buy,20248,0,0,,RISKPRIN,Financials,TWAP,12/21/2020 6:33,3.070082585,CLIENT_1,,159468,1,NY1J.J,ZA,XJSE,3.536373285,299163.9826,FALSE,145,3.536373285,3.536373285,145,3.536373285,3.172058643,3.185203013,Simulated,3.536373285,145,3.536373285
VLX20181105660,2018-11-05,ZA_CLIENT_1_BUY,ZAE000227831,Buy,13514,0,0,,RISKPRIN,Consumer Staples,TWAP,12/21/2020 6:33,1.389903909,CLIENT_1,,346700,1,DCPJ.J,ZA,XJSE,1.625812747,1074321.003,FALSE,146,1.625812747,1.625812747,146,1.625812747,1.434403115,1.504478969,Simulated,1.625812747,146,1.625812747
VLX201811051309,2018-11-05,ZA_CLIENT_1_BUY,ZAE000057428,Buy,24426,0,0,,RISKPRIN,Industrials,TWAP,12/21/2020 6:33,2.572175922,CLIENT_1,,160213,1,RLOJ.J,ZA,XJSE,2.579973284,262752.0089,FALSE,147,2.579973284,2.579973284,147,2.579973284,2.725589974,2.699704268,Simulated,2.579973284,147,2.579973284
VLX20181105568,2018-11-05,ZA_CLIENT_2_SELL,ZAE000057428,Sell,101900,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,2.572175922,CLIENT_2,,4620242,1,RLOJ.J,ZA,XJSE,2.579973284,262752.0089,FALSE,148,2.579973284,2.579973284,148,2.579973284,2.725589974,2.699704268,Simulated,2.579973284,148,2.579973284
VLX201811051905,2018-11-05,ZA_CLIENT_2_SELL,ZAE000227831,Sell,47300,0,0,,RISKPRIN,Consumer Staples,VWAP,12/21/2020 6:33,1.389903909,CLIENT_2,,1278124,1,DCPJ.J,ZA,XJSE,1.625812747,1074321.003,FALSE,149,1.625812747,1.625812747,149,1.625812747,1.434403115,1.504478969,Simulated,1.625812747,149,1.625812747
VLX20181105527,2018-11-05,ZA_CLIENT_2_SELL,ZAE000282356,Sell,74900,0,0,,RISKPRIN,Basic Materials,VWAP,12/21/2020 6:33,3.070082585,CLIENT_2,,2645852,1,NY1J.J,ZA,XJSE,3.536373285,299163.9826,FALSE,150,3.536373285,3.536373285,150,3.536373285,3.172058643,3.185203013,Simulated,3.536373285,150,3.536373285
VLX201811051408,2018-11-05,ZA_CLIENT_2_SELL,ZAE000044897,Sell,83200,0,0,,RISKPRIN,Consumer Staples,VWAP,12/21/2020 6:33,2.27438812,CLIENT_2,,415924,1,TKGJ.J,ZA,XJSE,2.746805492,2350102.973,FALSE,151,2.746805492,2.746805492,151,2.746805492,2.413096649,2.556150314,Simulated,2.746805492,151,2.746805492
VLX201811051055,2018-11-05,ZA_CLIENT_2_SELL,ZAE000013017,Sell,36200,0,0,,RISKPRIN,Consumer Staples,VWAP,12/21/2020 6:33,4.046088863,CLIENT_2,,865202,1,PSGJ.J,ZA,XJSE,4.467624771,844151.9802,FALSE,152,4.467624771,4.467624771,152,4.467624771,4.416299586,4.447066689,Simulated,4.467624771,152,4.467624771
VLX20181105765,2018-11-05,ZA_CLIENT_2_SELL,ZAE000259479,Sell,725000,0,0,,RISKPRIN,Basic Materials,VWAP,12/21/2020 6:33,0.921366244,CLIENT_2,,1797598,1,PPHJ.J,ZA,XJSE,1.158393787,9472259.839,FALSE,153,1.158393787,1.158393787,153,1.158393787,1.420771069,1.388203296,Simulated,1.158393787,153,1.158393787
VLX20181105868,2018-11-05,ZA_CLIENT_2_SELL,ZAE000093779,Sell,12300,0,0,,RISKPRIN,Consumer Staples,VWAP,12/21/2020 6:33,17.38780015,CLIENT_2,,75972,1,SNTJ.J,ZA,XJSE,17.41339375,145841.9993,FALSE,154,17.41339375,17.41339375,154,17.41339375,17.60179379,17.58945749,Simulated,17.41339375,154,17.41339375
VLX20181105781,2018-11-05,ZA_CLIENT_2_SELL,ZAE000081949,Sell,88900,0,0,,RISKPRIN,Diversified,VWAP,12/21/2020 6:33,2.607691925,CLIENT_2,,1666222,1,INLJ.J,ZA,XJSE,2.637273193,1716149.029,FALSE,155,2.637273193,2.637273193,155,2.637273193,3.072082941,2.620674899,Simulated,2.637273193,155,2.637273193
VLX20181105333,2018-11-05,ZA_CLIENT_2_SELL,ZAE000047353,Sell,214200,0,0,,RISKPRIN,Consumer Staples,VWAP,12/21/2020 6:33,2.953289741,CLIENT_2,,332007,1,CMLJ.J,ZA,XJSE,3.245381133,1046353.963,FALSE,156,3.245381133,3.245381133,156,3.245381133,3.231343193,3.354348221,Simulated,3.245381133,156,3.245381133
VLX201811051731,2018-11-05,ZA_CLIENT_2_SELL,ZAE000269890,Sell,500600,0,0,,RISKPRIN,Basic Materials,VWAP,12/21/2020 6:33,1.044306158,CLIENT_2,,717384,1,MTMJ.J,ZA,XJSE,1.176170784,10781995.31,FALSE,157,1.176170784,1.176170784,157,1.176170784,1.248668198,1.107859933,Simulated,1.176170784,157,1.176170784
VLX201811052068,2018-11-05,ZA_CLIENT_2_SELL,ZAE000028296,Sell,132900,0,0,,RISKPRIN,Consumer Staples,VWAP,12/21/2020 6:33,2.488167021,CLIENT_2,,61272,1,TRUJ.J,ZA,XJSE,2.682701341,2891525.041,FALSE,158,2.682701341,2.682701341,158,2.682701341,2.896647126,2.861444139,Simulated,2.682701341,158,2.682701341
VLX20181105195,2018-11-05,ZA_CLIENT_2_SELL,ZAE000011953,Sell,157200,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,0.817550361,CLIENT_2,,554644,1,NTCJ.J,ZA,XJSE,1.202575069,6648533.14,FALSE,159,1.202575069,1.202575069,159,1.202575069,0.926385266,0.995736789,Simulated,1.202575069,159,1.202575069
VLX201811052121,2018-11-05,ZA_CLIENT_2_SELL,ZAE000005443,Sell,73300,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,3.488761321,CLIENT_2,,595363,1,PIKJ.J,ZA,XJSE,3.570807584,1508872.953,FALSE,160,3.570807584,3.570807584,160,3.570807584,3.773803561,3.735749546,Simulated,3.570807584,160,3.570807584
VLX20181105464,2018-11-05,ZA_CLIENT_2_SELL,ZAE000006284,Sell,199600,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,2.253898188,CLIENT_2,,343809,1,SAPJ.J,ZA,XJSE,2.274129908,2209514.05,FALSE,161,2.274129908,2.274129908,161,2.274129908,2.383900866,2.745138792,Simulated,2.274129908,161,2.274129908
VLX201811051115,2018-11-05,ZA_CLIENT_2_SELL,ZAE000026639,Sell,49800,0,0,,RISKPRIN,Consumer Staples,VWAP,12/21/2020 6:33,6.351894895,CLIENT_2,,490242,1,BAWJ.J,ZA,XJSE,6.559808194,948712.0195,FALSE,162,6.559808194,6.559808194,162,6.559808194,6.429165488,6.626265089,Simulated,6.559808194,162,6.559808194
VLX201811051867,2018-11-05,ZA_CLIENT_2_SELL,ZAE000145892,Sell,234700,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,1.07094316,CLIENT_2,,238467,1,LHCJ.J,ZA,XJSE,1.102641568,14194235.24,FALSE,163,1.102641568,1.102641568,163,1.102641568,1.120302578,1.225462154,Simulated,1.102641568,163,1.102641568
VLX201811051656,2018-11-05,ZA_CLIENT_2_SELL,ZAE000210688,Sell,304800,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,2.20267323,CLIENT_2,,4564472,1,RMIJ.J,ZA,XJSE,2.658343183,1834973.007,FALSE,164,2.658343183,2.658343183,164,2.658343183,2.641300258,2.253463654,Simulated,2.658343183,164,2.658343183
VLX201811051048,2018-11-05,ZA_CLIENT_2_SELL,ZAE000054045,Sell,50800,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,18.01547577,CLIENT_2,,338369,1,ARIJ.J,ZA,XJSE,18.50982975,1146097.003,FALSE,165,18.50982975,18.50982975,165,18.50982975,18.3915654,18.28334665,Simulated,18.50982975,165,18.50982975
VLX20181105679,2018-11-05,ZA_CLIENT_2_SELL,ZAE000063863,Sell,190000,0,0,,RISKPRIN,Energy,VWAP,12/21/2020 6:33,2.468359974,CLIENT_2,,362850,1,WHLJ.J,ZA,XJSE,2.523654179,3957707.003,FALSE,166,2.523654179,2.523654179,166,2.523654179,2.816470239,2.746047571,Simulated,2.523654179,166,2.523654179
VLX201811051626,2018-11-05,ZA_CLIENT_2_SELL,ZAE000148466,Sell,57000,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,6.901709661,CLIENT_2,,504306,1,TFGJ.J,ZA,XJSE,7.360336975,1262685.991,FALSE,167,7.360336975,7.360336975,167,7.360336975,7.268286463,7.023206627,Simulated,7.360336975,167,7.360336975
VLX201811051349,2018-11-05,ZA_CLIENT_2_SELL,ZAE000085346,Sell,25300,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,41.31531796,CLIENT_2,,380681,1,KIOJ.J,ZA,XJSE,41.34488592,328930.987,FALSE,168,41.34488592,41.34488592,168,41.34488592,41.71751357,41.67709485,Simulated,41.34488592,168,41.34488592
VLX201811051114,2018-11-05,ZA_CLIENT_2_SELL,ZAE000015228,Sell,185300,0,0,,RISKPRIN,Basic Materials,VWAP,12/21/2020 6:33,4.780996157,CLIENT_2,,256814,1,HARJ.J,ZA,XJSE,4.98663476,3272115.073,FALSE,169,4.98663476,4.98663476,169,4.98663476,4.881525575,5.076207939,Simulated,4.98663476,169,4.98663476
VLX201811051004,2018-11-05,ZA_CLIENT_2_SELL,ZAE000058517,Sell,44700,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,12.81238645,CLIENT_2,,250128,1,SPPJ.J,ZA,XJSE,13.06668881,859424.9944,FALSE,170,13.06668881,13.06668881,170,13.06668881,12.96423489,13.10689777,Simulated,13.06668881,170,13.06668881
VLX20181105476,2018-11-05,ZA_CLIENT_2_SELL,ZAE000200457,Sell,63400,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,11.56249725,CLIENT_2,,510322,1,MRPJ.J,ZA,XJSE,12.06113831,1823848.078,FALSE,171,12.06113831,12.06113831,171,12.06113831,11.94877773,11.67903227,Simulated,12.06113831,171,12.06113831
VLX20181105873,2018-11-05,ZA_CLIENT_2_SELL,ZAE000004875,Sell,92800,0,0,,RISKPRIN,Financials,VWAP,12/21/2020 6:33,8.82571899,CLIENT_2,,165446,1,NEDJ.J,ZA,XJSE,9.035087797,2731131.964,FALSE,172,9.035087797,9.035087797,172,9.035087797,8.997638154,8.935863858,Simulated,9.035087797,172,9.035087797
